,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,C01,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,D01,D02,D03,D04,D05,D06,D07,D08,D09,D10,D11,D12,E01,E02,E03,E04,E05,E06,E07,E08,E09,E11,E12,F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,H01,H02,H03,H04,H05,H07,H09,H11,H12
297,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,,1,1,1,2,1,0,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,,1,1,1
298,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,,1,1,1,2,1,0,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,,1,1,1
299,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,,1,1,1,2,1,0,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,,1,1,1
300,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,,1,1,1,2,1,0,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,,1,1,1
301,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,,1,1,1,2,1,0,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,,1,1,1
302,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,,1,1,1,2,1,0,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,,1,1,1
303,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,,1,1,1,2,1,0,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,,1,1,0
304,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,,1,1,1,2,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,,1,1,0
305,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,,1,1,1,2,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,,1,1,0
306,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,,1,1,1,2,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,,1,1,0
307,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,,1,1,1,2,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,,1,1,0
308,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,,1,1,1,2,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,,1,1,0
309,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,,1,1,1,2,1,0,1,1,1,1,1,1,1,2,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,,1,1,0
310,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,,1,1,1,2,1,0,1,1,1,1,1,1,1,2,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,,1,0,0
311,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,2,1,0,1,1,1,1,1,1,1,2,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,,1,0,0
312,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,2,1,0,1,1,1,1,1,1,1,2,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,,1,0,0
313,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,2,1,0,1,1,1,1,1,1,1,2,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,,1,0,0
314,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,2,1,0,1,1,1,1,1,1,1,2,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,,1,0,0
315,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,2,1,0,1,1,1,1,1,1,1,2,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,,1,0,0
316,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,2,1,0,1,1,1,1,1,1,1,2,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,,1,0,0
317,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,2,1,0,1,1,1,1,1,1,1,2,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,,1,1,1,1,1,1,2,1,1,1,1,2,1,1,0,,1,0,0
318,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,2,1,0,1,1,1,1,1,1,1,2,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,,1,1,1,1,1,1,2,1,1,1,1,2,1,1,0,,1,0,0
319,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,2,1,0,1,1,1,1,1,1,1,2,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,,1,1,1,1,1,1,2,1,1,1,1,2,0,1,0,,1,0,0
320,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,2,1,0,1,1,1,1,1,1,1,2,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,,1,1,1,1,1,1,2,1,1,1,1,2,0,1,0,,1,0,0
321,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,2,1,0,1,1,1,1,1,1,1,2,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,,1,1,1,1,1,1,2,1,1,1,1,2,0,1,0,,1,0,0
322,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,2,1,0,1,1,1,1,1,1,1,2,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,,1,1,1,1,1,1,2,1,1,1,1,2,0,1,0,,1,0,0
323,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,2,1,0,1,1,1,1,1,1,1,2,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,,1,1,1,1,1,1,2,1,1,1,1,2,0,1,0,,1,0,0
324,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,2,1,0,1,1,1,1,1,1,1,2,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,,1,1,1,1,1,1,2,1,1,1,1,2,0,1,0,,1,0,0
325,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,,1,1,1,2,1,0,1,1,1,1,1,1,1,2,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,,0,1,1,1,1,1,2,1,1,1,1,2,0,1,0,,1,0,0
326,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,2,1,1,1,1,1,1,,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,,1,1,1,2,1,0,1,1,1,1,1,1,1,2,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,,0,1,1,1,1,1,2,1,1,1,1,2,0,1,0,,1,0,0
327,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,2,1,1,1,1,1,1,,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,,1,1,1,2,1,0,1,1,1,1,1,1,1,2,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,,0,1,1,1,1,1,2,1,1,1,1,2,0,1,0,,1,0,0
328,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,2,1,1,1,1,1,1,,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,,0,1,1,1,1,1,2,1,1,1,1,1,0,1,0,,1,0,0
329,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,2,1,1,1,1,1,1,,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,,0,1,1,1,1,1,2,1,1,1,1,1,0,1,0,,1,0,0
330,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,2,1,1,1,1,1,1,,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,,0,1,1,1,1,1,2,1,1,1,1,1,0,1,0,,1,0,0
331,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,2,1,1,1,1,1,1,,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,,0,1,1,1,1,1,2,1,1,1,1,1,0,1,0,,1,0,0
332,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,0,1,2,1,1,1,1,1,1,,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,,0,1,1,1,1,1,2,1,1,1,1,1,0,1,0,,1,0,0
333,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,0,1,2,1,1,1,1,1,1,,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,,0,1,1,1,1,1,2,1,1,1,1,1,0,1,0,,1,0,0
334,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,0,1,2,1,1,1,1,1,1,,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,,0,0,1,1,1,1,2,1,1,1,1,1,0,1,0,,1,0,0
335,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,0,1,2,1,1,1,1,1,1,,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,,0,0,1,1,1,1,2,1,1,1,1,1,0,1,0,,1,0,0
336,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,0,1,2,1,1,1,1,1,1,,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,,0,0,1,1,1,1,2,1,1,1,1,1,0,1,0,,1,0,0
337,1,1,1,1,1,0,1,1,1,1,1,0,1,1,2,1,0,1,2,1,1,1,1,1,1,,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,,0,0,1,1,1,1,2,1,1,1,1,1,0,1,0,,1,0,0
338,1,1,1,1,1,0,1,1,1,1,1,0,1,1,2,1,0,1,2,1,1,1,1,1,1,,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,,0,0,1,1,1,1,2,1,1,1,1,1,0,1,0,,1,0,0
339,1,1,1,1,1,0,1,0,1,0,1,0,1,1,2,1,0,1,2,1,1,1,1,1,1,,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,,0,0,1,1,1,1,2,1,1,0,1,1,0,1,0,,1,0,0
340,1,1,1,1,1,0,1,0,1,0,1,0,1,1,2,1,0,1,2,1,1,1,1,1,1,,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,,0,0,1,1,1,1,2,1,1,0,1,1,0,1,0,,1,0,0
341,1,1,1,1,1,0,1,0,1,0,1,0,1,1,2,1,0,1,2,1,1,1,1,1,1,,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,,0,0,1,1,1,1,2,1,1,0,1,1,0,1,0,,1,0,0
342,1,1,1,1,1,0,1,0,1,0,1,0,1,1,2,1,0,1,2,1,1,1,1,1,1,,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,,0,0,1,1,1,1,2,1,1,0,1,1,0,1,0,,1,0,0
343,1,1,1,1,1,0,1,0,1,0,1,0,1,1,2,1,0,1,2,1,1,1,1,1,1,,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,,0,0,1,1,1,1,2,1,1,0,1,1,0,1,0,,1,0,0
344,1,1,1,1,1,0,1,0,1,0,1,0,1,1,2,1,0,1,2,1,1,1,1,1,1,,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,,1,0,0
345,1,1,1,1,1,0,1,0,1,0,1,0,1,1,2,1,0,1,2,1,1,1,1,1,1,,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,,1,0,0
346,1,1,1,1,1,0,1,0,1,0,1,0,1,1,2,1,0,1,2,1,1,1,1,1,1,,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,,1,0,0
347,1,1,1,1,1,0,1,0,1,0,1,0,1,1,2,1,0,1,2,1,1,1,1,1,1,,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,,1,0,0
348,1,1,1,1,1,0,1,0,1,0,1,0,1,1,2,1,0,1,2,1,1,1,1,1,1,,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,2,1,,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,,1,0,0
349,1,1,1,1,1,0,1,0,1,0,1,0,1,0,2,1,0,1,2,1,1,1,1,1,1,,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,2,1,,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,,1,0,0
350,1,1,1,1,1,0,1,0,1,0,1,0,1,0,2,1,0,1,2,1,1,1,1,1,1,,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,2,1,,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,,1,0,0
351,1,1,1,1,1,0,1,0,1,0,1,0,1,0,2,1,0,1,2,1,1,1,1,1,1,,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,2,1,,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,,1,0,0
352,1,1,1,1,1,0,1,0,1,0,1,0,1,0,2,1,0,1,2,1,1,1,1,1,1,,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,2,1,,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,,1,0,0
353,1,1,1,1,1,0,1,0,1,0,1,0,1,0,2,1,0,1,2,1,1,1,1,1,1,,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,2,1,,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,,1,0,0
354,1,1,1,1,1,0,1,0,1,0,1,0,1,0,2,1,0,1,2,1,1,1,1,1,1,,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,2,1,,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,,1,0,0
355,1,1,1,1,1,0,1,0,1,0,1,0,1,0,2,1,0,1,2,1,1,1,1,1,1,,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,2,1,,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,,1,0,0
356,1,1,1,1,1,0,1,0,1,0,1,0,1,0,2,1,0,1,2,1,1,1,1,1,1,,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,2,1,,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,,1,0,0
357,1,1,1,1,1,0,1,0,1,0,1,0,1,0,2,1,0,1,2,1,1,1,1,1,1,,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,2,1,,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,,1,0,0
358,1,1,1,1,1,0,1,0,1,0,1,0,1,0,2,1,0,1,2,1,1,1,1,1,1,,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,,1,0,0
359,1,1,1,1,1,0,1,0,1,0,1,0,1,0,2,1,0,1,2,1,1,1,1,1,1,,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,,1,0,0
360,1,1,1,1,1,0,1,0,1,0,1,0,1,0,2,1,0,1,2,1,1,1,1,1,1,,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,,1,0,0
361,1,1,1,1,1,0,1,0,1,0,1,0,1,0,2,1,0,1,2,1,1,1,1,0,1,,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,,1,0,0
362,1,1,1,1,1,0,1,0,1,0,1,0,1,0,2,1,0,1,2,1,1,1,1,0,1,,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,,1,0,0
363,1,1,1,1,1,0,1,0,1,0,1,0,1,0,2,1,0,1,2,1,1,1,1,0,1,,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,,1,0,0
364,1,1,1,1,1,0,1,0,1,0,1,0,1,0,2,1,0,1,2,1,1,1,1,0,1,,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,,1,0,0
365,1,1,1,1,1,0,1,0,1,0,1,0,1,0,2,1,0,1,1,1,1,1,1,0,1,,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,,1,0,0
366,1,1,1,1,1,0,1,0,1,0,1,0,1,0,2,1,0,1,1,1,1,1,1,0,1,,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,,1,0,0
367,1,1,1,1,1,0,1,0,1,0,1,0,1,0,2,1,0,1,1,1,1,1,1,0,1,,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,,1,0,0
368,1,1,1,1,1,0,1,0,1,0,1,0,1,0,2,1,0,1,1,1,1,1,1,0,1,,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,,1,0,0
369,1,1,1,1,1,0,1,0,1,0,1,0,1,0,2,1,0,1,1,1,1,1,1,0,1,,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,,1,0,0
370,1,1,1,1,1,0,1,0,1,0,1,0,1,0,2,1,0,1,1,1,1,1,1,0,1,,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,,1,0,0
371,1,1,1,1,1,0,1,0,1,0,1,0,1,0,2,1,0,1,1,1,1,1,1,0,1,,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,,1,0,0
372,1,1,1,1,1,0,1,0,1,0,1,0,1,0,2,1,0,1,1,1,1,1,1,0,1,,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,,1,0,0
